Prefix RunNumber Configuration Runtime CreatedEvents Sec/Simsec StudyParameter
mpi_nma_channeldelay_100ms 25 Modular 3.792s 600009 15.492755 400 0
mpi_nma_channeldelay_100ms 25 Modular 2.777s 2997699 21.61375 400 1
mpi_nma_channeldelay_100ms 26 Modular 3.756s 600009 15.569825 500 0
mpi_nma_channeldelay_100ms 26 Modular 2.741s 2997699 21.9022 500 1
mpi_nma_channeldelay_100ms 0 Monolithic 3.444s 600009 16.04432 1 0
mpi_nma_channeldelay_100ms 0 Monolithic 2.427s 1199014 24.90965 1 1
mpi_nma_channeldelay_100ms 1 Monolithic 3.461s 600009 16.01714 2 0
mpi_nma_channeldelay_100ms 1 Monolithic 2.444s 1199014 24.5842 2 1
mpi_nma_channeldelay_100ms 2 Monolithic 3.421s 600009 16.04515 3 0
mpi_nma_channeldelay_100ms 2 Monolithic 2.404s 1199014 25.0328 3 1
mpi_nma_channeldelay_100ms 3 Monolithic 3.475s 600009 16.00548 4 0
mpi_nma_channeldelay_100ms 3 Monolithic 2.458s 1199014 24.4447 4 1
mpi_nma_channeldelay_100ms 4 Monolithic 3.489s 600009 15.990095 5 0
mpi_nma_channeldelay_100ms 4 Monolithic 2.472s 1199014 24.2678 5 1
mpi_nma_channeldelay_100ms 5 Monolithic 3.444s 600009 16.034465 6 0
mpi_nma_channeldelay_100ms 5 Monolithic 2.427s 1199014 24.8328 6 1
mpi_nma_channeldelay_100ms 6 Monolithic 3.473s 600009 16.00242 7 0
mpi_nma_channeldelay_100ms 6 Monolithic 2.456s 1199014 24.42765 7 1
mpi_nma_channeldelay_100ms 7 Monolithic 3.533s 600009 15.94906 8 0
mpi_nma_channeldelay_100ms 7 Monolithic 2.517s 1199014 23.8868 8 1
mpi_nma_channeldelay_100ms 8 Monolithic 3.473s 600009 15.98743 9 0
mpi_nma_channeldelay_100ms 8 Monolithic 2.456s 1199014 24.3142 9 1
mpi_nma_channeldelay_100ms 9 Monolithic 3.415s 600009 16.044455 10 0
mpi_nma_channeldelay_100ms 9 Monolithic 2.398s 1199014 25.05485 10 1
mpi_nma_channeldelay_100ms 10 Monolithic 3.479s 600009 15.996335 15 0
mpi_nma_channeldelay_100ms 10 Monolithic 2.463s 1199014 24.3173 15 1
mpi_nma_channeldelay_100ms 11 Monolithic 3.515s 600009 15.968665 20 0
mpi_nma_channeldelay_100ms 11 Monolithic 2.499s 1199014 24.03495 20 1
mpi_nma_channeldelay_100ms 12 Monolithic 3.531s 600009 15.95113 25 0
mpi_nma_channeldelay_100ms 12 Monolithic 2.513s 1199014 23.89195 25 1
mpi_nma_channeldelay_100ms 13 Monolithic 3.424s 600009 16.03229 30 0
mpi_nma_channeldelay_100ms 13 Monolithic 2.407s 1199014 24.8775 30 1
mpi_nma_channeldelay_100ms 14 Monolithic 3.522s 600009 15.96903 35 0
mpi_nma_channeldelay_100ms 14 Monolithic 2.503s 1199014 24.1158 35 1
mpi_nma_channeldelay_100ms 15 Monolithic 3.427s 600009 16.03254 40 0
mpi_nma_channeldelay_100ms 15 Monolithic 2.410s 1199014 24.87365 40 1
mpi_nma_channeldelay_100ms 16 Monolithic 3.543s 600009 15.942445 45 0
mpi_nma_channeldelay_100ms 16 Monolithic 2.526s 1199014 23.82055 45 1
mpi_nma_channeldelay_100ms 17 Monolithic 3.480s 600009 16.00953 50 0
mpi_nma_channeldelay_100ms 17 Monolithic 2.463s 1199014 24.43985 50 1
mpi_nma_channeldelay_100ms 18 Monolithic 3.415s 600009 16.04458 60 0
mpi_nma_channeldelay_100ms 18 Monolithic 2.399s 1199014 25.06775 60 1
mpi_nma_channeldelay_100ms 19 Monolithic 3.432s 600009 16.037735 70 0
mpi_nma_channeldelay_100ms 19 Monolithic 2.415s 1199014 24.913 70 1
mpi_nma_channeldelay_100ms 20 Monolithic 3.534s 600009 15.98025 80 0
mpi_nma_channeldelay_100ms 20 Monolithic 2.516s 1199014 24.1905 80 1
mpi_nma_channeldelay_100ms 21 Monolithic 3.446s 600009 16.034225 90 0
mpi_nma_channeldelay_100ms 21 Monolithic 2.429s 1199014 24.7923 90 1
mpi_nma_channeldelay_100ms 22 Monolithic 3.452s 600009 16.01155 100 0
mpi_nma_channeldelay_100ms 22 Monolithic 2.435s 1199014 24.5794 100 1
mpi_nma_channeldelay_100ms 23 Monolithic 3.644s 600009 15.777065 200 0
mpi_nma_channeldelay_100ms 23 Monolithic 2.627s 1199014 22.78255 200 1
mpi_nma_channeldelay_100ms 24 Monolithic 3.501s 600009 15.980875 300 0
mpi_nma_channeldelay_100ms 24 Monolithic 2.484s 1199014 24.14745 300 1
mpi_nma_channeldelay_100ms 25 Monolithic 3.421s 600009 16.03462 400 0
mpi_nma_channeldelay_100ms 25 Monolithic 2.403s 1199014 24.94985 400 1
mpi_nma_channeldelay_100ms 26 Monolithic 3.449s 600009 16.02406 500 0
mpi_nma_channeldelay_100ms 26 Monolithic 2.432s 1199014 24.71115 500 1
