Loading NED files from C:\Work\thesis\src\simulations\DesignTest\src: 12

Preparing for running configuration Monolithic, run #19...
Scenario: $numberOfEventManagers=70, $repetition=0
Assigned runID=Monolithic-19-20160418-08:21:08-4240
Setting up network `designtest.DataGeneration'...
Initializing...

Running simulation...
** Event #1   T=0   Elapsed: 0.000s (0m 00s)  0% completed
     Messages:  created: 175439617   present: 2   in FES: 2
** Event #182343936   T=6078.070418688   Elapsed: 54.175s (0m 54s)  90% completed
     Speed:     ev/sec=3.45043e+006   simsec/sec=115.013   ev/simsec=30000.3
     Messages:  created: 182343937   present: 2   in FES: 2
** Event #189232128   T=6307.674522624   Elapsed: 56.176s (0m 56s)  93% completed
     Speed:     ev/sec=3.44237e+006   simsec/sec=114.745   ev/simsec=30000.3
     Messages:  created: 189232129   present: 2   in FES: 2
** Event #196090624   T=6536.288736459   Elapsed: 58.177s (0m 58s)  96% completed
     Speed:     ev/sec=3.42753e+006   simsec/sec=114.25   ev/simsec=30000.3
     Messages:  created: 196090625   present: 2   in FES: 2
** Event #200242688   T=6674.689452438   Elapsed: 59.416s (0m 59s)  100% completed
     Speed:     ev/sec=3.35114e+006   simsec/sec=111.704   ev/simsec=30000.3
     Messages:  created: 200242690   present: 3   in FES: 3

<!> CPU time limit reached -- simulation stopped at event #200242688, t=6674.689452438.


Calling finish() at end of Run #19...
