Loading NED files from C:\Work\thesis\src\simulations\DesignTest\src: 12

Preparing for running configuration Monolithic, run #18...
Scenario: $numberOfEventManagers=60, $repetition=0
Assigned runID=Monolithic-18-20160418-08:20:08-5208
Setting up network `designtest.DataGeneration'...
Initializing...

Running simulation...
** Event #1   T=0   Elapsed: 0.000s (0m 00s)  0% completed
     Messages:  created: 174928642   present: 3   in FES: 3
** Event #181704704   T=6056.762831766   Elapsed: 54.336s (0m 54s)  90% completed
     Speed:     ev/sec=3.36783e+006   simsec/sec=112.26   ev/simsec=30000.3
     Messages:  created: 181704706   present: 3   in FES: 3
** Event #188648192   T=6288.21011727   Elapsed: 56.349s (0m 56s)  93% completed
     Speed:     ev/sec=3.44932e+006   simsec/sec=114.976   ev/simsec=30000.3
     Messages:  created: 188648194   present: 3   in FES: 3
** Event #195578368   T=6519.213707211   Elapsed: 58.361s (0m 58s)  96% completed
     Speed:     ev/sec=3.44442e+006   simsec/sec=114.813   ev/simsec=30000.3
     Messages:  created: 195578369   present: 2   in FES: 2
** Event #199538688   T=6651.222987105   Elapsed: 59.516s (0m 59s)  100% completed
     Speed:     ev/sec=3.42885e+006   simsec/sec=114.294   ev/simsec=30000.3
     Messages:  created: 199538689   present: 2   in FES: 2

<!> CPU time limit reached -- simulation stopped at event #199538688, t=6651.222987105.


Calling finish() at end of Run #18...
