Prefix RunNumber Configuration Runtime CreatedEvents Sec/Simsec StudyParameter
mpi_nma_channeldelay_1000ms 17 Modular 40.185s 600009 1.697586851 2500 0
mpi_nma_channeldelay_1000ms 17 Modular 38.440s 73083346 1.56144 2500 1
mpi_nma_channeldelay_1000ms 18 Modular 33.902s 600009 1.98902377647 3000 0
mpi_nma_channeldelay_1000ms 18 Modular 32.157s 61083346 1.86705470588 3000 1
mpi_nma_channeldelay_1000ms 19 Modular 29.220s 600009 2.26282890667 3500 0
mpi_nma_channeldelay_1000ms 19 Modular 27.472s 52511920 2.18373214286 3500 1
mpi_nma_channeldelay_1000ms 20 Modular 26.327s 600009 2.551907 4000 0
mpi_nma_channeldelay_1000ms 20 Modular 24.581s 46083346 2.44128076923 4000 1
mpi_nma_channeldelay_1000ms 21 Modular 23.725s 600009 2.77799966667 4500 0
mpi_nma_channeldelay_1000ms 21 Modular 21.979s 41083348 2.72999090909 4500 1
mpi_nma_channeldelay_1000ms 22 Modular 21.721s 600009 3.02411163636 5000 0
mpi_nma_channeldelay_1000ms 22 Modular 19.978s 37083346 3.003488 5000 1
mpi_nma_channeldelay_1000ms 23 Modular 20.008s 600009 2.99953 5500 0
mpi_nma_channeldelay_1000ms 23 Modular 18.266s 33810619 3.287332 5500 1
mpi_nma_channeldelay_1000ms 24 Modular 18.866s 600009 3.410235 6000 0
mpi_nma_channeldelay_1000ms 24 Modular 17.120s 31083346 3.50680444444 6000 1
mpi_nma_channeldelay_1000ms 25 Modular 17.714s 600009 3.66889555556 6500 0
mpi_nma_channeldelay_1000ms 25 Modular 15.969s 28775656 3.75754375 6500 1
mpi_nma_channeldelay_1000ms 26 Modular 16.692s 600009 3.82824777778 7000 0
mpi_nma_channeldelay_1000ms 26 Modular 14.949s 26797633 4.0162775 7000 1
mpi_nma_channeldelay_1000ms 27 Modular 15.855s 600009 3.77656375 7500 0
mpi_nma_channeldelay_1000ms 27 Modular 14.110s 25083346 4.26405875 7500 1
mpi_nma_channeldelay_1000ms 28 Modular 15.213s 600009 4.2001975 8000 0
mpi_nma_channeldelay_1000ms 28 Modular 13.467s 23583346 4.45674 8000 1
mpi_nma_channeldelay_1000ms 29 Modular 14.276s 600009 4.47816 8500 0
mpi_nma_channeldelay_1000ms 29 Modular 12.531s 22259818 4.79090714286 8500 1
mpi_nma_channeldelay_1000ms 30 Modular 13.538s 600009 4.71095285714 9000 0
mpi_nma_channeldelay_1000ms 30 Modular 11.795s 21083347 5.08542666667 9000 1
mpi_nma_channeldelay_1000ms 31 Modular 13.482s 600009 4.71828 9500 0
mpi_nma_channeldelay_1000ms 31 Modular 11.738s 20030716 5.11336833333 9500 1
mpi_nma_channeldelay_1000ms 32 Modular 13.009s 600009 4.83230571429 10000 0
mpi_nma_channeldelay_1000ms 32 Modular 11.263s 19083346 5.33375166667 10000 1
mpi_nma_channeldelay_1000ms 33 Modular 9.944s 600009 6.016516 15000 0
mpi_nma_channeldelay_1000ms 33 Modular 8.202s 13083346 7.353534 15000 1
mpi_nma_channeldelay_1000ms 34 Modular 8.439s 600009 7.0517 20000 0
mpi_nma_channeldelay_1000ms 34 Modular 6.694s 10083346 8.574405 20000 1
mpi_nma_channeldelay_1000ms 35 Modular 7.151s 600009 8.23257 25000 0
mpi_nma_channeldelay_1000ms 35 Modular 5.400s 8283346 11.0724333333 25000 1
mpi_nma_channeldelay_1000ms 36 Modular 6.533s 600009 8.73388 30000 0
mpi_nma_channeldelay_1000ms 36 Modular 4.786s 7083346 12.4434333333 30000 1
mpi_nma_channeldelay_1000ms 0 Monolithic 143.458s 600009 0.506301426716 100 0
mpi_nma_channeldelay_1000ms 0 Monolithic 141.712s 600550007 0.423395577465 100 1
mpi_nma_channeldelay_1000ms 1 Monolithic 64.971s 600009 1.09188477 200 0
mpi_nma_channeldelay_1000ms 1 Monolithic 63.224s 300550007 0.9490598125 200 1
mpi_nma_channeldelay_1000ms 2 Monolithic 44.498s 600009 1.54194667091 300 0
mpi_nma_channeldelay_1000ms 2 Monolithic 42.754s 200550007 1.40396136364 300 1
mpi_nma_channeldelay_1000ms 3 Monolithic 35.060s 600009 1.93732115556 400 0
mpi_nma_channeldelay_1000ms 3 Monolithic 33.314s 150550007 1.80131941176 400 1
mpi_nma_channeldelay_1000ms 4 Monolithic 27.696s 600009 2.39254271429 500 0
mpi_nma_channeldelay_1000ms 4 Monolithic 25.950s 120550007 2.31213692308 500 1
mpi_nma_channeldelay_1000ms 5 Monolithic 24.018s 600009 2.49916116667 600 0
mpi_nma_channeldelay_1000ms 5 Monolithic 22.272s 100550007 2.69300666667 600 1
mpi_nma_channeldelay_1000ms 6 Monolithic 20.707s 600009 3.13191590909 700 0
mpi_nma_channeldelay_1000ms 6 Monolithic 18.964s 86264293 3.165312 700 1
mpi_nma_channeldelay_1000ms 7 Monolithic 18.927s 600009 3.405479 800 0
mpi_nma_channeldelay_1000ms 7 Monolithic 17.182s 75550007 3.49210444444 800 1
mpi_nma_channeldelay_1000ms 8 Monolithic 17.556s 600009 3.69379111111 900 0
mpi_nma_channeldelay_1000ms 8 Monolithic 15.813s 67216674 3.79489125 900 1
mpi_nma_channeldelay_1000ms 9 Monolithic 16.074s 600009 4.07350666667 1000 0
mpi_nma_channeldelay_1000ms 9 Monolithic 14.330s 60550007 4.1937675 1000 1
mpi_nma_channeldelay_1000ms 10 Monolithic 14.950s 600009 4.24476 1100 0
mpi_nma_channeldelay_1000ms 10 Monolithic 13.204s 55095462 4.54934428571 1100 1
mpi_nma_channeldelay_1000ms 11 Monolithic 14.091s 600009 4.55635375 1200 0
mpi_nma_channeldelay_1000ms 11 Monolithic 12.346s 50550007 4.85838142857 1200 1
mpi_nma_channeldelay_1000ms 12 Monolithic 12.974s 600009 4.83951 1300 0
mpi_nma_channeldelay_1000ms 12 Monolithic 11.228s 46703854 5.34855833333 1300 1
mpi_nma_channeldelay_1000ms 13 Monolithic 12.259s 600009 5.12786714286 1400 0
mpi_nma_channeldelay_1000ms 13 Monolithic 10.514s 43407150 5.71437166667 1400 1
mpi_nma_channeldelay_1000ms 14 Monolithic 11.690s 600009 5.387395 1500 0
mpi_nma_channeldelay_1000ms 14 Monolithic 9.947s 40550007 6.03263 1500 1
mpi_nma_channeldelay_1000ms 15 Monolithic 11.752s 600009 5.36271333333 1500 0
mpi_nma_channeldelay_1000ms 15 Monolithic 10.006s 40550007 5.995822 1500 1
mpi_nma_channeldelay_1000ms 16 Monolithic 9.716s 600009 6.359362 2000 0
mpi_nma_channeldelay_1000ms 16 Monolithic 7.974s 30550007 7.5247125 2000 1
mpi_nma_channeldelay_1000ms 17 Monolithic 8.630s 600009 6.926946 2500 0
mpi_nma_channeldelay_1000ms 17 Monolithic 6.887s 24550007 8.73863 2500 1
mpi_nma_channeldelay_1000ms 18 Monolithic 7.447s 600009 7.98507 3000 0
mpi_nma_channeldelay_1000ms 18 Monolithic 5.700s 20550007 10.5142333333 3000 1
mpi_nma_channeldelay_1000ms 19 Monolithic 7.084s 600009 8.314245 3500 0
mpi_nma_channeldelay_1000ms 19 Monolithic 5.340s 17692865 11.1106333333 3500 1
mpi_nma_channeldelay_1000ms 20 Monolithic 6.460s 600009 8.7771375 4000 0
mpi_nma_channeldelay_1000ms 20 Monolithic 4.698s 15550007 12.654 4000 1
mpi_nma_channeldelay_1000ms 21 Monolithic 6.018s 600009 9.2142475 4500 0
mpi_nma_channeldelay_1000ms 21 Monolithic 4.258s 13883341 13.9298 4500 1
mpi_nma_channeldelay_1000ms 22 Monolithic 5.693s 600009 9.8781 5000 0
mpi_nma_channeldelay_1000ms 22 Monolithic 3.947s 12550007 15.1937 5000 1
mpi_nma_channeldelay_1000ms 23 Monolithic 5.423s 600009 10.2956166667 5500 0
mpi_nma_channeldelay_1000ms 23 Monolithic 3.679s 11459098 16.25885 5500 1
mpi_nma_channeldelay_1000ms 24 Monolithic 5.495s 600009 10.19184 6000 0
mpi_nma_channeldelay_1000ms 24 Monolithic 3.748s 10550007 15.96405 6000 1
mpi_nma_channeldelay_1000ms 25 Monolithic 5.147s 600009 10.75141 6500 0
mpi_nma_channeldelay_1000ms 25 Monolithic 3.403s 9780777 17.5211 6500 1
mpi_nma_channeldelay_1000ms 26 Monolithic 4.975s 600009 11.03409 7000 0
mpi_nma_channeldelay_1000ms 26 Monolithic 3.232s 9121436 18.41405 7000 1
mpi_nma_channeldelay_1000ms 27 Monolithic 4.894s 600009 11.1658166667 7500 0
mpi_nma_channeldelay_1000ms 27 Monolithic 3.148s 8550007 18.8889 7500 1
mpi_nma_channeldelay_1000ms 28 Monolithic 4.768s 600009 11.37205 8000 0
mpi_nma_channeldelay_1000ms 28 Monolithic 3.024s 8050007 19.61675 8000 1
mpi_nma_channeldelay_1000ms 29 Monolithic 4.737s 600009 11.42143 8500 0
mpi_nma_channeldelay_1000ms 29 Monolithic 2.994s 7608831 19.79375 8500 1
mpi_nma_channeldelay_1000ms 30 Monolithic 4.600s 600009 11.5690566667 9000 0
mpi_nma_channeldelay_1000ms 30 Monolithic 2.853s 7216674 20.738 9000 1
mpi_nma_channeldelay_1000ms 31 Monolithic 4.586s 600009 11.5782 9500 0
mpi_nma_channeldelay_1000ms 31 Monolithic 2.839s 6865797 20.85675 9500 1
mpi_nma_channeldelay_1000ms 32 Monolithic 4.563s 600009 11.61837 10000 0
mpi_nma_channeldelay_1000ms 32 Monolithic 2.820s 6550007 21.08425 10000 1
mpi_nma_channeldelay_1000ms 33 Monolithic 4.071s 600009 12.18671 15000 0
mpi_nma_channeldelay_1000ms 33 Monolithic 2.328s 4550007 25.2148 15000 1
mpi_nma_channeldelay_1000ms 34 Monolithic 4.077s 600009 12.1623566667 20000 0
mpi_nma_channeldelay_1000ms 34 Monolithic 2.331s 3550007 25.08455 20000 1
mpi_nma_channeldelay_1000ms 35 Monolithic 4.033s 600009 12.2504833333 25000 0
mpi_nma_channeldelay_1000ms 35 Monolithic 2.287s 2950007 25.4778 25000 1
mpi_nma_channeldelay_1000ms 36 Monolithic 4.029s 600009 12.2837666667 30000 0
mpi_nma_channeldelay_1000ms 36 Monolithic 2.285s 2550007 25.4424 30000 1
