Loading NED files from /home/profeltf/thesis/src/simulations/DesignTest/src: 12

Preparing for running configuration Monolithic, run #21...
Scenario: $numberOfEventManagers=90, $repetition=0
Assigned runID=Monolithic-21-20160418-17:21:53-9927
Setting up network `designtest.DataGeneration'...
Initializing...

Running simulation...
** Event #1   T=0   Elapsed: 0.000s (0m 00s)  0% completed
     Messages:  created: 296689921   present: 2   in FES: 2
** Event #308231936   T=10274.295056022   Elapsed: 54.000s (0m 54s)  90% completed
     Speed:     ev/sec=5.77101e+06   simsec/sec=192.365   ev/simsec=30000.3
     Messages:  created: 308231938   present: 3   in FES: 3
** Event #319776000   T=10659.093408   Elapsed: 56.000s (0m 56s)  93% completed
     Speed:     ev/sec=5.77203e+06   simsec/sec=192.399   ev/simsec=30000.3
     Messages:  created: 319776001   present: 2   in FES: 2
** Event #331316992   T=11043.789261003   Elapsed: 58.000s (0m 58s)  96% completed
     Speed:     ev/sec=5.7705e+06   simsec/sec=192.348   ev/simsec=30000.3
     Messages:  created: 331316993   present: 2   in FES: 2
** Event #340816896   T=11360.449494369   Elapsed: 59.654s (0m 59s)  100% completed
     Speed:     ev/sec=5.74707e+06   simsec/sec=191.567   ev/simsec=30000.3
     Messages:  created: 340816897   present: 2   in FES: 2

<!> CPU time limit reached -- simulation stopped at event #340816896, t=11360.449494369.


Calling finish() at end of Run #21...
