Loading NED files from /home/profeltf/thesis/src/simulations/DesignTest/src: 12

Preparing for running configuration Monolithic, run #25...
Scenario: $numberOfEventManagers=400, $repetition=0
Assigned runID=Monolithic-25-20160418-17:25:53-9962
Setting up network `designtest.DataGeneration'...
Initializing...

Running simulation...
** Event #1   T=0   Elapsed: 0.000s (0m 00s)  0% completed
     Messages:  created: 299719937   present: 2   in FES: 2
** Event #311265792   T=10375.422644736   Elapsed: 54.000s (0m 54s)  90% completed
     Speed:     ev/sec=5.77293e+06   simsec/sec=192.429   ev/simsec=30000.3
     Messages:  created: 311265793   present: 2   in FES: 2
** Event #322816000   T=10760.425694667   Elapsed: 56.000s (0m 56s)  93% completed
     Speed:     ev/sec=5.7751e+06   simsec/sec=192.502   ev/simsec=30000.3
     Messages:  created: 322816001   present: 2   in FES: 2
** Event #334362368   T=11145.300745878   Elapsed: 58.000s (0m 58s)  96% completed
     Speed:     ev/sec=5.77318e+06   simsec/sec=192.438   ev/simsec=30000.3
     Messages:  created: 334362370   present: 3   in FES: 3
** Event #343822592   T=11460.63839247   Elapsed: 59.646s (0m 59s)  100% completed
     Speed:     ev/sec=5.7474e+06   simsec/sec=191.578   ev/simsec=30000.3
     Messages:  created: 343822594   present: 3   in FES: 3

<!> CPU time limit reached -- simulation stopped at event #343822592, t=11460.63839247.


Calling finish() at end of Run #25...
